id,servicetypeid,employeeid,sensordevid,servicedat,servicecost,durationminutes,servicequality
119122,1001,1377,1531,"2024-08-27",155,51,5
119123,1017,1267,1531,"2024-08-31",184,66,3
119124,1008,1477,1531,"2024-09-03",236,117,4
119125,1024,1413,1531,"2024-09-16",216,80,5
119126,1021,1334,1531,"2024-09-29",173,113,5
119127,1002,1254,1531,"2024-10-03",140,59,3
119128,1012,1062,1531,"2024-11-19",276,180,5
119129,1009,1267,1531,"2024-12-05",127,139,4
119130,1012,1214,1531,"2024-12-12",161,127,5
119131,1019,1166,1532,"2023-02-02",152,63,5
119132,1018,1127,1532,"2023-02-16",152,110,5
119133,1008,1097,1532,"2023-03-16",120,139,5
119134,1014,1171,1532,"2023-03-28",92,76,4
119135,1008,1369,1532,"2023-06-22",259,98,5
119136,1005,1215,1532,"2023-06-25",243,76,5
119137,1023,1229,1532,"2023-07-10",87,117,4
119138,1012,1050,1532,"2023-07-30",297,173,5
119139,1006,1420,1532,"2023-08-04",178,54,4
119140,1002,1061,1532,"2023-10-08",199,84,4
119141,1022,1031,1532,"2023-11-06",243,57,4
119142,1008,1202,1532,"2023-11-15",273,95,5
119143,1006,1334,1532,"2023-11-29",82,96,3
119144,1019,1189,1532,"2023-12-14",160,72,3
119145,1014,1170,1532,"2023-12-25",111,82,4
119146,1005,1059,1532,"2023-12-27",222,87,2
119147,1024,1479,1532,"2024-01-14",227,110,4
119148,1014,1126,1532,"2024-02-16",122,61,5
119149,1020,1090,1532,"2024-02-23",109,80,4
119150,1008,1463,1532,"2024-04-08",106,85,3
119151,1009,1155,1532,"2024-04-23",187,135,4
119152,1017,1472,1532,"2024-06-04",225,100,5
119153,1009,1218,1532,"2024-07-15",148,98,1
119154,1017,1159,1532,"2024-08-23",209,149,5
119155,1008,1024,1532,"2024-08-28",169,126,5
119156,1023,1193,1532,"2024-08-29",190,47,5
119157,1001,1320,1532,"2024-09-18",149,60,3
119158,1012,1202,1532,"2024-09-20",251,101,5
119159,1018,1356,1532,"2024-10-12",157,69,3
119160,1021,1393,1532,"2024-10-23",160,47,3
119161,1013,1237,1532,"2024-11-23",209,60,3
119162,1004,1133,1533,"2023-01-05",175,106,5
119163,1006,1046,1533,"2023-01-21",137,81,3
119164,1010,1374,1533,"2023-03-10",138,113,5
119165,1023,1254,1533,"2023-03-28",174,88,5
119166,1015,1197,1533,"2023-04-23",177,73,1
119167,1019,1352,1533,"2023-04-24",98,74,4
119168,1016,1412,1533,"2023-05-02",137,141,5
119169,1009,1278,1533,"2023-05-11",218,139,1
119170,1003,1293,1533,"2023-05-18",102,63,5
119171,1006,1370,1533,"2023-05-20",179,105,5
119172,1013,1236,1533,"2023-07-31",190,177,4
119173,1010,1245,1533,"2023-08-21",133,72,1
119174,1007,1215,1533,"2023-09-09",160,69,5
119175,1007,1311,1533,"2023-10-03",137,84,4
119176,1004,1085,1533,"2023-11-24",167,83,5
119177,1005,1012,1533,"2023-11-30",201,134,5
119178,1012,1055,1533,"2023-12-04",159,89,4
119179,1024,1237,1533,"2023-12-15",128,60,4
119180,1006,1061,1533,"2024-01-10",148,84,4
119181,1012,1136,1533,"2024-01-12",237,173,2
119182,1014,1187,1533,"2024-01-18",135,66,1
119183,1012,1360,1533,"2024-01-20",226,154,3
119184,1015,1211,1533,"2024-02-29",289,141,5
119185,1009,1149,1533,"2024-03-09",189,87,4
119186,1013,1477,1533,"2024-03-18",134,140,4
119187,1008,1368,1533,"2024-03-22",246,154,5
119188,1001,1149,1533,"2024-04-01",247,110,1
119189,1001,1124,1533,"2024-05-26",121,93,3
119190,1008,1237,1533,"2024-07-13",147,71,5
119191,1001,1396,1533,"2024-07-30",239,125,5
119192,1005,1139,1533,"2024-08-10",207,128,4
119193,1022,1119,1533,"2024-08-14",178,148,5
119194,1011,1188,1533,"2024-09-13",199,83,3
119195,1012,1224,1533,"2024-10-30",156,126,4
119196,1012,1233,1533,"2024-12-02",253,161,5
119197,1018,1451,1534,"2023-02-25",175,88,5
119198,1011,1439,1534,"2023-02-26",170,74,2
119199,1019,1433,1534,"2023-03-06",108,77,5
119200,1022,1394,1534,"2023-03-08",232,124,4
119201,1024,1134,1534,"2023-03-25",155,161,5
119202,1023,1094,1534,"2023-04-29",99,66,5
119203,1012,1409,1534,"2023-05-11",179,165,4
119204,1018,1096,1534,"2023-05-14",140,81,4
119205,1008,1024,1534,"2023-05-22",144,71,4
119206,1004,1386,1534,"2023-06-28",165,89,3
119207,1018,1418,1534,"2023-07-18",133,72,3
119208,1008,1222,1534,"2023-07-27",269,112,5
119209,1010,1379,1534,"2023-08-08",225,122,2
119210,1008,1369,1534,"2023-09-05",238,154,4
119211,1011,1077,1534,"2023-10-10",92,70,4
119212,1013,1048,1534,"2023-11-13",199,102,3
119213,1017,1155,1534,"2023-12-05",140,148,5
119214,1007,1059,1534,"2024-01-01",175,133,5
119215,1011,1365,1534,"2024-01-05",92,76,5
119216,1018,1356,1534,"2024-02-16",193,113,5
119217,1017,1267,1534,"2024-02-28",120,51,5
119218,1006,1154,1534,"2024-03-07",137,73,4
119219,1007,1351,1534,"2024-04-04",132,103,3
119220,1005,1373,1534,"2024-05-03",216,112,2
119221,1002,1301,1534,"2024-05-07",87,90,5
119222,1021,1266,1534,"2024-05-22",139,120,3
119223,1023,1471,1534,"2024-07-26",192,91,4
119224,1003,1079,1534,"2024-08-02",125,80,2
119225,1011,1126,1534,"2024-09-03",103,76,4
119226,1008,1211,1534,"2024-09-09",105,175,4
119227,1007,1267,1534,"2024-10-03",218,140,5
119228,1015,1233,1534,"2024-10-20",165,90,5
119229,1018,1149,1534,"2024-12-07",130,74,5
119230,1017,1274,1535,"2023-02-05",241,68,4
119231,1020,1138,1535,"2023-02-07",259,125,1
119232,1018,1068,1535,"2023-03-22",150,65,5
119233,1022,1113,1535,"2023-03-29",195,94,1
119234,1011,1459,1535,"2023-03-31",164,72,4
119235,1020,1302,1535,"2023-05-09",181,89,3
119236,1024,1479,1535,"2023-05-27",226,123,5
119237,1019,1022,1535,"2023-06-04",198,83,4
119238,1020,1222,1535,"2023-08-27",291,172,3
119239,1010,1350,1535,"2023-10-13",197,56,3
119240,1013,1160,1535,"2023-10-15",208,109,3
119241,1002,1250,1535,"2023-10-31",188,119,5
119242,1023,1386,1535,"2023-11-16",102,50,2
119243,1003,1203,1535,"2023-12-03",143,62,1
119244,1010,1373,1535,"2024-01-07",187,99,4
119245,1011,1365,1535,"2024-01-12",117,73,3
119246,1022,1396,1535,"2024-01-22",154,57,5
119247,1001,1444,1535,"2024-02-06",223,132,5
119248,1006,1370,1535,"2024-02-23",190,70,4
119249,1007,1278,1535,"2024-03-27",150,74,4
119250,1016,1159,1535,"2024-04-01",207,75,3
119251,1014,1446,1535,"2024-04-29",150,70,5
119252,1014,1132,1535,"2024-08-07",200,79,5
119253,1007,1311,1535,"2024-08-18",163,106,2
119254,1022,1155,1535,"2024-09-13",240,50,5
119255,1011,1446,1535,"2024-09-20",181,67,4
119256,1010,1356,1535,"2024-10-01",202,131,5
119257,1015,1400,1535,"2024-11-24",198,61,5
119258,1015,1056,1535,"2024-12-06",257,129,4
119259,1020,1287,1535,"2024-12-18",132,168,2
119260,1013,1432,1535,"2024-12-20",227,169,4
119261,1006,1007,1536,"2023-01-01",119,90,5
119262,1005,1150,1536,"2023-01-06",249,60,3
119263,1012,1366,1536,"2023-01-26",124,116,5
119264,1015,1053,1536,"2023-02-10",212,166,5
119265,1018,1451,1536,"2023-02-19",189,127,5
119266,1011,1433,1536,"2023-03-05",151,64,4
119267,1016,1158,1536,"2023-03-23",193,84,3
119268,1011,1005,1536,"2023-05-09",198,82,5
119269,1021,1290,1536,"2023-05-11",99,98,4
119270,1023,1415,1536,"2023-06-18",150,64,4
119271,1006,1469,1536,"2023-07-10",89,76,4
119272,1008,1222,1536,"2023-09-05",189,138,4
119273,1015,1480,1536,"2023-09-16",165,83,5
119274,1019,1284,1536,"2023-09-19",123,86,4
119275,1023,1120,1536,"2023-09-21",157,63,4
119276,1012,1368,1536,"2023-10-04",175,131,3
119277,1015,1369,1536,"2023-10-20",122,153,1
119278,1011,1142,1536,"2023-11-04",148,82,5
119279,1017,1318,1536,"2023-11-18",246,74,5
119280,1006,1164,1536,"2023-12-04",156,117,4
119281,1004,1421,1536,"2023-12-10",166,51,4
119282,1012,1233,1536,"2024-01-19",224,152,5
119283,1003,1022,1536,"2024-01-22",101,61,4
119284,1001,1412,1536,"2024-02-02",136,68,1
119285,1001,1059,1536,"2024-02-20",177,110,3
119286,1019,1315,1536,"2024-04-15",149,60,5
119287,1013,1411,1536,"2024-04-21",154,121,3
119288,1015,1287,1536,"2024-04-24",113,73,3
119289,1018,1412,1536,"2024-05-01",228,76,5
119290,1010,1184,1536,"2024-05-05",230,91,5
119291,1015,1214,1536,"2024-06-06",207,74,5
119292,1015,1200,1536,"2024-06-10",182,79,2
119293,1020,1014,1536,"2024-06-20",260,128,3
119294,1012,1062,1536,"2024-07-27",205,132,4
119295,1005,1128,1536,"2024-08-02",208,79,5
119296,1005,1149,1536,"2024-09-09",243,89,3
119297,1012,1477,1536,"2024-09-21",261,153,5
119298,1022,1278,1536,"2024-10-19",188,62,5
119299,1004,1386,1536,"2024-10-26",182,103,3
119300,1017,1155,1536,"2024-10-28",164,86,5
119301,1006,1193,1536,"2024-11-14",200,65,4
119302,1020,1056,1536,"2024-11-24",256,119,5
119303,1003,1458,1536,"2024-12-04",158,80,3
119304,1023,1338,1536,"2024-12-24",136,69,4
119305,1017,1247,1536,"2024-12-29",132,103,4
119306,1017,1378,1537,"2023-01-17",198,139,4
119307,1002,1120,1537,"2023-02-06",91,107,4
119308,1019,1365,1537,"2023-03-03",151,80,3
119309,1023,1271,1537,"2023-03-09",144,53,4
119310,1006,1133,1537,"2023-04-06",183,106,4
119311,1004,1419,1537,"2023-04-09",180,91,4
119312,1007,1150,1537,"2023-05-05",249,63,4
119313,1013,1048,1537,"2023-05-22",241,117,5
119314,1011,1020,1537,"2023-06-05",169,83,1
119315,1008,1324,1537,"2023-06-12",104,68,5
119316,1022,1139,1537,"2023-07-09",150,92,5
119317,1003,1455,1537,"2023-07-14",185,61,5
119318,1014,1365,1537,"2023-07-19",195,70,4
119319,1006,1085,1537,"2023-08-20",138,50,3
119320,1003,1353,1537,"2023-08-29",132,88,5
119321,1006,1316,1537,"2023-09-14",190,94,3
119322,1013,1303,1537,"2023-10-06",213,176,5
119323,1001,1373,1537,"2023-10-07",145,147,4
119324,1016,1418,1537,"2023-10-17",178,98,4
119325,1010,1407,1537,"2023-10-29",186,116,2
119326,1014,1186,1537,"2023-11-18",145,90,5
119327,1003,1435,1537,"2023-12-22",116,71,5
119328,1019,1170,1537,"2024-01-14",117,60,4
119329,1005,1351,1537,"2024-01-21",220,132,4
119330,1002,1326,1537,"2024-02-06",182,73,5
119331,1010,1104,1537,"2024-02-10",147,59,5
119332,1008,1048,1537,"2024-02-20",187,86,5
119333,1016,1184,1537,"2024-04-21",236,52,4
119334,1010,1356,1537,"2024-05-03",169,51,4
119335,1011,1079,1537,"2024-06-29",120,69,4
119336,1001,1071,1537,"2024-08-04",200,102,4
119337,1017,1139,1537,"2024-08-30",157,120,4
119338,1020,1009,1537,"2024-10-01",201,119,1
119339,1017,1032,1537,"2024-10-15",237,120,4
119340,1010,1032,1537,"2024-11-10",197,121,4
119341,1002,1316,1537,"2024-11-18",100,59,4
119342,1007,1306,1537,"2024-11-28",167,144,5
119343,1004,1273,1537,"2024-12-05",147,68,4
119344,1022,1317,1538,"2023-01-09",227,102,4
119345,1022,1182,1538,"2023-01-11",165,121,5
119346,1003,1171,1538,"2023-02-18",102,89,3
119347,1020,1234,1538,"2023-03-07",232,123,4
119348,1023,1084,1538,"2023-03-31",127,118,5
119349,1019,1441,1538,"2023-04-08",107,85,5
119350,1011,1205,1538,"2023-04-24",147,75,4
119351,1012,1197,1538,"2023-04-28",205,147,3
119352,1024,1401,1538,"2023-06-01",198,174,4
119353,1003,1353,1538,"2023-06-19",182,76,4
119354,1010,1311,1538,"2023-06-28",159,132,4
119355,1002,1092,1538,"2023-06-30",105,70,4
119356,1007,1406,1538,"2023-07-08",160,143,4
119357,1019,1005,1538,"2023-07-11",113,83,4
119358,1007,1306,1538,"2023-07-12",232,50,5
119359,1010,1443,1538,"2023-07-17",228,135,4
119360,1005,1128,1538,"2023-07-25",245,84,4
119361,1016,1406,1538,"2023-08-06",169,53,3
119362,1013,1227,1538,"2023-08-17",233,99,3
119363,1020,1236,1538,"2023-08-25",116,171,3
119364,1003,1253,1538,"2023-09-14",160,67,4
119365,1017,1418,1538,"2023-10-21",165,85,4
119366,1015,1480,1538,"2023-10-27",112,149,3
119367,1003,1067,1538,"2023-11-24",157,70,3
119368,1006,1326,1538,"2023-12-12",177,102,2
119369,1020,1385,1538,"2024-01-27",223,123,3
119370,1022,1472,1538,"2024-02-15",241,60,5
119371,1005,1246,1538,"2024-03-02",227,109,4
119372,1016,1282,1538,"2024-03-19",240,94,3
119373,1014,1461,1538,"2024-04-05",109,81,3
119374,1012,1062,1538,"2024-04-10",210,178,4
119375,1016,1311,1538,"2024-05-05",219,118,5
119376,1014,1226,1538,"2024-08-03",154,72,4
119377,1018,1259,1538,"2024-08-04",165,98,3
119378,1005,1124,1538,"2024-08-11",178,90,4
119379,1012,1048,1538,"2024-08-27",234,86,5
119380,1005,1155,1538,"2024-09-14",202,106,4
119381,1020,1479,1538,"2024-10-04",272,109,1
119382,1011,1022,1538,"2024-10-27",174,83,4
119383,1004,1133,1538,"2024-11-18",153,94,4
119384,1015,1368,1538,"2024-12-06",120,140,5
119385,1024,1287,1538,"2024-12-09",271,87,5
119386,1007,1278,1538,"2024-12-23",179,50,4
119387,1002,1091,1539,"2023-01-10",85,76,5
119388,1003,1433,1539,"2023-02-15",142,63,3
119389,1009,1068,1539,"2023-02-20",241,133,5
119390,1017,1451,1539,"2023-03-29",200,119,5
119391,1017,1095,1539,"2023-04-10",215,147,2
119392,1008,1036,1539,"2023-05-01",180,139,2
119393,1024,1036,1539,"2023-05-10",123,118,5
119394,1024,1307,1539,"2023-05-16",262,137,5
119395,1013,1401,1539,"2023-06-01",156,153,5
119396,1002,1469,1539,"2023-07-31",138,112,3
119397,1010,1318,1539,"2023-09-14",188,98,4
119398,1005,1012,1539,"2023-09-19",247,60,3
119399,1012,1024,1539,"2023-09-27",185,115,3
119400,1023,1337,1539,"2023-10-07",138,53,3
119401,1016,1103,1539,"2023-11-22",200,58,4
119402,1011,1309,1539,"2023-12-21",195,72,5
119403,1016,1267,1539,"2024-01-06",204,68,3
119404,1004,1338,1539,"2024-01-23",186,86,5
119405,1002,1256,1539,"2024-02-03",189,105,5
119406,1008,1322,1539,"2024-03-14",159,98,3
119407,1004,1164,1539,"2024-03-18",141,56,2
119408,1021,1093,1539,"2024-04-17",103,84,5
119409,1015,1100,1539,"2024-04-26",164,150,2
119410,1012,1234,1539,"2024-05-09",146,142,4
119411,1011,1329,1539,"2024-05-14",97,60,4
119412,1009,1356,1539,"2024-05-22",139,53,5
119413,1010,1381,1539,"2024-06-28",138,65,4
119414,1011,1458,1539,"2024-07-08",106,61,4
119415,1008,1401,1539,"2024-07-20",272,105,5
119416,1018,1215,1539,"2024-08-06",212,57,5
119417,1024,1322,1539,"2024-08-26",285,125,1
119418,1022,1139,1539,"2024-09-09",179,75,2
119419,1002,1093,1539,"2024-10-25",151,55,5
119420,1013,1100,1539,"2024-10-28",162,167,4
119421,1013,1463,1539,"2024-11-07",146,135,4
119422,1024,1369,1539,"2024-11-11",119,64,5
119423,1016,1096,1539,"2024-11-24",214,138,4
119424,1016,1149,1539,"2024-11-29",161,55,5
119425,1011,1253,1539,"2024-12-03",121,60,4
119426,1012,1360,1540,"2023-01-03",112,117,5
119427,1003,1459,1540,"2023-01-08",170,72,4
119428,1010,1068,1540,"2023-01-20",182,99,4
119429,1015,1235,1540,"2023-02-13",263,180,5
119430,1002,1072,1540,"2023-02-16",187,112,4
119431,1018,1268,1540,"2023-02-20",230,62,3
119432,1001,1451,1540,"2023-03-23",174,116,5
119433,1009,1182,1540,"2023-03-27",240,103,5
119434,1015,1097,1540,"2023-03-28",120,82,5
119435,1002,1332,1540,"2023-04-05",100,52,5
119436,1012,1425,1540,"2023-05-05",113,89,4
119437,1015,1287,1540,"2023-06-13",285,126,5
119438,1012,1369,1540,"2023-07-24",171,121,4
119439,1020,1236,1540,"2023-07-26",299,98,5
119440,1001,1128,1540,"2023-07-29",186,105,5
119441,1020,1222,1540,"2023-08-07",236,135,4
119442,1014,1261,1540,"2023-08-15",180,83,4
119443,1015,1227,1540,"2023-09-11",224,130,5
119444,1012,1426,1540,"2023-09-18",202,65,5
119445,1010,1139,1540,"2023-10-15",223,68,2
119446,1019,1196,1540,"2023-11-14",184,71,3
119447,1024,1220,1540,"2023-12-04",277,75,5
119448,1014,1081,1540,"2023-12-28",200,71,3
119449,1011,1329,1540,"2024-01-06",96,83,4
119450,1003,1034,1540,"2024-01-14",101,68,4
119451,1020,1099,1540,"2024-01-31",181,107,4
119452,1006,1338,1540,"2024-02-01",159,105,4
119453,1001,1119,1540,"2024-02-10",238,79,3
119454,1021,1061,1540,"2024-03-21",198,92,5
119455,1023,1087,1540,"2024-04-04",107,58,3
119456,1004,1386,1540,"2024-04-09",89,69,1
119457,1010,1184,1540,"2024-04-18",218,93,4
119458,1016,1267,1540,"2024-05-08",238,91,5
119459,1021,1254,1540,"2024-05-19",152,94,5
119460,1019,1022,1540,"2024-05-21",99,89,4
119461,1009,1444,1540,"2024-06-11",172,111,1
119462,1011,1309,1540,"2024-06-17",131,76,3
119463,1020,1224,1540,"2024-07-01",141,119,4
119464,1008,1413,1540,"2024-07-02",266,63,4
119465,1020,1233,1540,"2024-07-28",143,156,3
119466,1009,1215,1540,"2024-08-09",194,96,5
119467,1017,1311,1540,"2024-08-20",245,129,3
119468,1012,1322,1540,"2024-08-28",239,168,4
119469,1013,1304,1540,"2024-09-22",143,110,5
119470,1018,1412,1540,"2024-11-11",240,120,5
119471,1005,1128,1540,"2024-12-09",235,55,4
119472,1004,1273,1540,"2024-12-27",83,96,3
119473,1003,1051,1541,"2023-01-04",169,80,1
119474,1006,1060,1541,"2023-01-06",124,71,3
119475,1022,1215,1541,"2023-02-14",199,73,5
119476,1016,1124,1541,"2023-02-27",139,94,4
119477,1011,1327,1541,"2023-03-01",148,65,5
119478,1008,1425,1541,"2023-03-16",115,81,4
119479,1005,1150,1541,"2023-04-03",248,149,4
119480,1024,1360,1541,"2023-04-07",284,87,4
119481,1015,1369,1541,"2023-04-29",164,78,3
119482,1014,1194,1541,"2023-05-20",192,88,4
119483,1019,1455,1541,"2023-05-29",131,72,5
119484,1024,1202,1541,"2023-06-29",111,115,5
119485,1013,1181,1541,"2023-07-08",195,99,5
119486,1013,1048,1541,"2023-07-20",176,115,5
119487,1012,1479,1541,"2023-07-29",188,148,1
119488,1011,1309,1541,"2023-12-19",128,83,1
119489,1008,1463,1541,"2023-12-24",216,139,4
119490,1018,1032,1541,"2024-01-21",223,83,4
119491,1016,1259,1541,"2024-02-08",233,110,3
119492,1005,1259,1541,"2024-02-10",121,118,5
119493,1023,1430,1541,"2024-02-20",119,56,5
119494,1016,1119,1541,"2024-03-09",247,79,3
119495,1019,1436,1541,"2024-03-25",177,69,4
119496,1014,1309,1541,"2024-04-10",192,68,4
119497,1013,1181,1541,"2024-05-16",206,128,5
119498,1012,1202,1541,"2024-05-19",199,89,4
119499,1012,1360,1541,"2024-06-20",187,118,3
119500,1011,1188,1541,"2024-06-23",115,80,5
119501,1007,1111,1541,"2024-06-24",150,113,5
119502,1010,1373,1541,"2024-07-20",242,68,5
119503,1020,1038,1541,"2024-08-25",234,136,5
119504,1018,1444,1541,"2024-09-07",249,115,4
119505,1021,1093,1541,"2024-09-25",97,117,4
119506,1020,1304,1541,"2024-10-11",188,112,5
119507,1004,1288,1541,"2024-10-16",198,72,4
119508,1020,1056,1541,"2024-10-31",144,161,5
119509,1009,1096,1541,"2024-11-26",199,101,5
119510,1019,1196,1541,"2024-11-28",143,84,4
119511,1023,1424,1541,"2024-12-17",88,74,5
119512,1002,1133,1541,"2024-12-19",180,51,3
119513,1014,1248,1542,"2023-02-02",120,62,5
119514,1007,1095,1542,"2023-03-08",217,110,5
119515,1014,1019,1542,"2023-03-15",191,79,4
119516,1019,1033,1542,"2023-03-20",163,66,4
119517,1011,1225,1542,"2023-03-23",113,88,5
119518,1022,1274,1542,"2023-04-04",147,82,5
119519,1018,1356,1542,"2023-04-26",133,133,2
119520,1014,1308,1542,"2023-05-07",97,87,2
119521,1010,1110,1542,"2023-06-30",136,149,2
119522,1011,1449,1542,"2023-07-20",168,72,4
119523,1012,1324,1542,"2023-08-13",290,139,4
119524,1005,1215,1542,"2023-09-22",161,118,5
119525,1004,1164,1542,"2023-11-11",178,61,4
119526,1009,1103,1542,"2023-12-04",154,59,5
119527,1005,1103,1542,"2023-12-19",166,85,4
119528,1015,1048,1542,"2023-12-20",244,140,4
119529,1014,1390,1542,"2024-01-07",184,69,4
119530,1008,1037,1542,"2024-01-10",172,144,5
119531,1015,1417,1542,"2024-02-01",174,94,5
119532,1023,1316,1542,"2024-02-03",146,120,3
119533,1011,1146,1542,"2024-02-16",132,65,5
119534,1013,1426,1542,"2024-03-08",233,88,4
119535,1001,1267,1542,"2024-03-14",165,57,3
119536,1016,1096,1542,"2024-04-11",244,118,4
119537,1009,1159,1542,"2024-04-19",197,123,4
119538,1009,1278,1542,"2024-04-22",243,126,4
119539,1024,1369,1542,"2024-04-27",197,180,5
119540,1021,1334,1542,"2024-05-05",171,105,3
119541,1019,1347,1542,"2024-05-07",197,90,3
119542,1013,1014,1542,"2024-05-08",128,147,4
119543,1013,1090,1542,"2024-05-22",258,86,4
119544,1018,1472,1542,"2024-06-14",242,67,5
119545,1023,1364,1542,"2024-06-21",84,69,4
119546,1011,1309,1542,"2024-06-25",118,88,5
119547,1004,1075,1542,"2024-08-18",151,50,3
119548,1014,1196,1542,"2024-08-25",156,75,3
119549,1008,1426,1542,"2024-09-12",299,115,4
119550,1018,1149,1542,"2024-09-22",206,120,3
119551,1012,1202,1542,"2024-10-24",133,83,4
119552,1007,1472,1542,"2024-11-10",187,118,5
119553,1018,1032,1542,"2024-11-16",221,116,4
119554,1012,1417,1542,"2024-11-17",284,136,4
119555,1020,1137,1542,"2024-12-22",291,176,5
119556,1020,1237,1542,"2024-12-31",173,93,5
119557,1014,1462,1543,"2023-03-18",118,80,3
119558,1021,1105,1543,"2023-03-28",179,79,5
119559,1005,1374,1543,"2023-04-20",209,128,5
119560,1014,1328,1543,"2023-06-22",163,62,4
119561,1012,1358,1543,"2023-08-01",167,82,4
119562,1022,1278,1543,"2023-09-10",180,109,5
119563,1008,1369,1543,"2023-10-23",105,137,4
119564,1004,1438,1543,"2023-10-30",128,76,4
119565,1011,1253,1543,"2023-11-18",195,85,4
119566,1013,1477,1543,"2023-11-19",111,64,3
119567,1015,1360,1543,"2023-11-27",223,89,5
119568,1022,1218,1543,"2023-12-07",174,125,1
119569,1007,1111,1543,"2024-01-03",202,118,5
119570,1010,1218,1543,"2024-01-16",250,148,4
119571,1014,1462,1543,"2024-02-03",145,73,4
119572,1011,1309,1543,"2024-02-23",129,88,4
119573,1005,1472,1543,"2024-03-08",210,99,2
119574,1005,1155,1543,"2024-03-26",172,89,2
119575,1001,1128,1543,"2024-04-23",197,80,5
119576,1007,1472,1543,"2024-06-11",175,90,5
119577,1017,1184,1543,"2024-06-24",130,76,3
119578,1012,1401,1543,"2024-07-26",120,94,5
119579,1015,1038,1543,"2024-08-10",227,84,3
119580,1005,1218,1543,"2024-10-03",156,78,5
119581,1011,1170,1543,"2024-10-26",97,73,4
119582,1010,1381,1543,"2024-11-14",165,58,5
119583,1022,1442,1544,"2023-01-17",136,114,3
119584,1024,1134,1544,"2023-01-27",174,136,5
119585,1006,1120,1544,"2023-02-04",155,93,4
119586,1015,1062,1544,"2023-02-08",113,158,4
119587,1019,1252,1544,"2023-03-26",131,72,1
119588,1022,1267,1544,"2023-03-29",208,54,5
119589,1009,1011,1544,"2023-05-31",250,90,4
119590,1001,1159,1544,"2023-06-16",188,103,5
119591,1021,1092,1544,"2023-06-29",198,67,5
119592,1021,1256,1544,"2023-07-14",105,51,5
119593,1023,1165,1544,"2023-07-15",179,58,5
119594,1008,1048,1544,"2023-08-02",181,147,4
119595,1005,1395,1544,"2023-08-08",151,145,4
119596,1024,1036,1544,"2023-08-25",174,135,4
119597,1024,1411,1544,"2023-09-04",171,129,4
119598,1004,1290,1544,"2023-09-26",175,68,5
119599,1005,1012,1544,"2023-10-17",240,77,3
119600,1021,1061,1544,"2023-10-21",182,103,1
119601,1014,1294,1544,"2023-10-22",194,84,5
119602,1016,1278,1544,"2023-10-30",246,77,1
119603,1007,1246,1544,"2023-11-11",144,139,3
119604,1002,1483,1544,"2023-11-21",119,59,1
119605,1021,1016,1544,"2023-12-04",97,74,5
119606,1005,1356,1544,"2023-12-20",159,137,4
119607,1013,1055,1544,"2024-01-06",187,100,4
119608,1021,1061,1544,"2024-01-16",188,120,3
119609,1001,1111,1544,"2024-04-02",245,65,5
119610,1022,1111,1544,"2024-04-06",234,81,4
119611,1006,1338,1544,"2024-04-12",140,72,3
119612,1001,1311,1544,"2024-04-24",203,144,5
119613,1011,1079,1544,"2024-04-25",154,60,5
119614,1014,1174,1544,"2024-05-14",144,64,4
119615,1006,1164,1544,"2024-05-20",89,87,3
119616,1013,1287,1544,"2024-06-04",260,110,5
119617,1019,1390,1544,"2024-06-25",115,66,5
119618,1020,1417,1544,"2024-07-25",217,83,5
119619,1019,1034,1544,"2024-08-13",198,87,4
119620,1002,1008,1544,"2024-08-15",169,99,5
119621,1012,1233,1544,"2024-09-12",160,142,4
119622,1007,1278,1544,"2024-09-18",182,109,5
119623,1015,1234,1544,"2024-09-29",171,123,4
119624,1015,1062,1544,"2024-10-05",169,139,4
119625,1009,1071,1544,"2024-11-14",218,102,5
119626,1017,1356,1544,"2024-11-26",123,117,5
119627,1005,1124,1544,"2024-12-26",216,62,4
119628,1015,1180,1545,"2023-01-16",185,77,3
119629,1019,1260,1545,"2023-02-02",110,85,4
119630,1001,1278,1545,"2023-02-13",191,79,5
119631,1011,1225,1545,"2023-03-17",132,60,4
119632,1006,1254,1545,"2023-04-06",102,120,2
119633,1012,1227,1545,"2023-04-27",155,107,4
119634,1019,1239,1545,"2023-06-14",160,75,5
119635,1013,1018,1545,"2023-07-31",160,100,3
119636,1011,1309,1545,"2023-08-04",136,66,2
119637,1007,1218,1545,"2023-09-03",250,107,4
119638,1020,1398,1545,"2023-09-07",216,132,5
119639,1020,1411,1545,"2023-09-14",135,83,5
119640,1024,1220,1545,"2023-09-25",132,132,5
119641,1015,1037,1545,"2023-10-08",297,158,5
119642,1002,1424,1545,"2023-11-08",81,86,3
119643,1002,1273,1545,"2024-01-08",127,104,5
119644,1024,1479,1545,"2024-01-12",236,128,3
119645,1010,1412,1545,"2024-02-08",238,115,5
119646,1003,1142,1545,"2024-02-19",124,78,3
119647,1016,1444,1545,"2024-02-25",237,115,4
119648,1015,1211,1545,"2024-03-08",173,133,4
119649,1012,1463,1545,"2024-03-24",102,133,4
119650,1004,1164,1545,"2024-04-01",131,102,3
119651,1012,1385,1545,"2024-04-04",246,85,5
119652,1008,1224,1545,"2024-04-26",104,122,4
119653,1022,1059,1545,"2024-07-29",197,126,5
119654,1005,1373,1545,"2024-09-30",132,84,3
119655,1003,1365,1545,"2024-11-11",132,88,4
119656,1009,1127,1546,"2023-01-04",125,89,3
119657,1010,1305,1546,"2023-02-04",158,67,5
